Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/system_tests/LP4X_1to2_x8_2fsp/system2/run_48/local_log.log,8,2496,4,8,1,0,1602,1,1,26,12,4,4,4,0,0,0,1,4,27,2,6,1,213,6,0,1,2,2,0,0,0,16,6,0,693,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/system_tests/LP4X_1to2_x8_2fsp/system2/run_48/local_log.log,8,1354,4,8,1,0,2950,1,1,16,8,2,2,2,0,1,0,0,0,21,2,6,1,197,0,4,1,2,2,0,0,0,16,0,0,584,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/system_tests/LP4_1to2_x8_2fsp_tdqsck_limited/system2/run_123/local_log.log,8,3696,4,8,1,0,1082,1,1,40,16,6,6,6,0,0,1,0,6,33,2,6,1,11,4,0,1,4,2,0,0,0,16,6,0,456,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/system_tests/LP4_1to2_x8_2fsp_tdqsck_limited/system2/run_123/local_log.log,8,1768,4,8,1,0,2260,1,1,22,18,3,3,3,1,1,0,0,12,32,2,6,1,189,4,4,0,4,2,0,0,0,16,0,0,611,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,8,2898,4,8,1,0,1380,1,1,32,14,5,5,5,0,1,0,1,6,30,2,6,1,105,4,6,2,2,2,0,0,0,16,6,0,154,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,8,2922,4,8,1,0,1368,1,1,32,14,5,5,5,0,0,0,0,6,30,2,6,1,114,4,6,2,2,2,0,0,0,16,0,0,197,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,8,2772,4,8,1,0,1442,1,1,32,26,5,5,5,1,1,0,0,18,42,2,6,1,126,4,6,0,2,2,0,0,0,16,0,0,836,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,8,2758,4,8,1,0,1450,1,1,32,14,5,5,5,0,0,0,1,6,30,2,6,1,144,6,4,1,2,2,0,0,0,16,0,0,402,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/pll_calib_tests/pll_calib/cfg_ch_1_pll_calib_cdn_vip/run_8/local_log.log,8,2906,4,8,1,0,1376,1,1,32,26,5,5,5,1,1,0,1,18,42,2,6,1,168,6,4,1,2,2,0,99,1,16,6,0,179,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/pll_calib_tests/pll_calib/cfg_ch_1_pll_calib_cdn_vip/run_8/local_log.log,8,3304,4,8,1,0,1210,1,1,40,16,6,6,6,0,1,1,1,6,33,2,6,1,51,6,4,2,2,2,0,99,1,16,0,0,470,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/dfi_driver_tests/demo_tb/LP4_DFI_DRIVER_rqm100_lp4x_x16_basic/run_11/local_log.log,8,4254,4,16,1,1,940,1,1,36,18,7,7,7,0,0,0,1,8,36,2,6,1,94,6,6,1,1,2,0,0,0,16,6,0,533,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/dfi_driver_tests/demo_tb/LP4_DFI_DRIVER_rqm100_lp4x_x16_basic/run_11/local_log.log,8,4254,4,16,1,1,940,1,1,36,18,7,7,7,0,0,0,1,8,36,2,6,1,240,6,4,0,1,2,0,0,0,16,0,0,203,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/demo_tb_tests/demo_tb/demo_cdn_default_swizzle_iCSTraining/run_10/local_log.log,8,4264,4,16,0,0,1876,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,69,4,0,0,1,2,0,0,0,16,6,0,826,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/demo_tb_tests/demo_tb/demo_cdn_default_swizzle_iCSTraining/run_10/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,162,4,6,1,1,2,0,0,0,16,0,0,815,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_x16_2fsp/system2/run_139/local_log.log,8,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,0,1,1,8,36,2,6,1,204,6,0,0,1,2,0,0,0,16,6,0,664,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_x16_2fsp/system2/run_139/local_log.log,8,1000,4,16,1,0,4000,1,1,10,8,1,1,1,1,0,0,0,0,20,2,6,1,209,0,6,0,1,2,0,0,0,16,0,0,588,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to4_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_129/local_log.log,8,1306,4,16,0,0,6120,1,1,16,12,2,2,2,1,0,1,0,6,25,2,6,1,65,4,6,2,4,2,0,0,0,16,6,0,530,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to4_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_129/local_log.log,8,1232,4,16,0,0,6484,1,1,14,12,2,2,2,1,0,0,1,6,25,2,6,1,87,4,4,2,4,2,0,0,0,16,0,0,365,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_5/local_log.log,8,2962,4,16,1,0,1350,1,1,28,14,5,5,5,0,0,0,0,6,30,2,6,1,106,6,0,1,1,2,0,0,0,16,6,0,590,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_5/local_log.log,8,1846,4,16,1,0,2166,1,1,22,18,3,3,3,1,1,1,0,12,32,2,6,1,76,4,0,1,1,2,0,0,0,16,0,0,717,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to2_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_109/local_log.log,8,2104,4,16,1,0,1900,1,1,20,18,3,3,3,1,1,0,0,12,32,2,6,1,72,4,4,0,4,2,0,0,0,16,6,0,325,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to2_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_109/local_log.log,8,2894,4,16,1,0,1382,1,1,32,14,5,5,5,0,0,1,1,6,30,2,6,1,240,6,6,1,4,2,0,0,0,16,0,0,961,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_19/local_log.log,8,1772,4,16,1,0,2256,1,1,22,10,3,3,3,0,0,1,1,4,24,2,6,1,71,6,6,1,4,2,0,0,0,16,6,0,871,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_19/local_log.log,8,2980,4,16,1,0,1342,1,1,32,26,5,5,5,1,1,1,1,18,42,2,6,1,182,4,4,1,4,2,0,0,0,16,0,0,631,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to4_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_39/local_log.log,8,2728,4,16,0,0,2932,1,1,32,26,5,5,5,1,1,1,1,18,42,2,6,1,167,4,6,0,4,2,0,0,0,16,6,0,846,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to4_x16_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_39/local_log.log,8,2922,4,16,0,0,2736,1,1,32,14,5,5,5,0,0,1,1,6,30,2,6,1,200,4,6,0,4,2,0,0,0,16,0,0,800,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_x8_2fsp/system2/run_94/local_log.log,8,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,1,1,0,8,36,2,6,1,175,6,4,0,2,2,0,0,0,16,6,0,478,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_x8_2fsp/system2/run_94/local_log.log,8,1000,4,8,1,0,4000,1,1,10,8,1,1,1,1,1,0,1,0,20,2,6,1,96,0,0,2,2,2,0,0,0,16,0,0,545,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to4_x8_1fsp_retrain_phy_drift/Retrain_FT_Stress/run_164/local_log.log,8,2600,4,8,0,0,3076,1,1,30,12,4,4,4,0,1,1,1,4,27,2,6,1,114,6,6,1,4,2,0,0,0,16,6,0,833,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to4_x8_1fsp_retrain_phy_drift/Retrain_FT_Stress/run_164/local_log.log,8,2194,4,8,0,0,3644,1,1,26,22,4,4,4,1,0,0,0,14,37,2,6,1,181,4,6,2,4,2,0,0,0,16,0,0,417,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to2_x16_2fsp/system2/run_114/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,74,4,6,2,1,2,0,0,0,16,6,0,346,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4_1to2_x16_2fsp/system2/run_114/local_log.log,8,1000,4,16,1,0,4000,1,1,12,6,1,1,1,0,1,1,0,0,18,2,6,1,241,0,0,2,1,2,0,0,0,16,0,0,831,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x8_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_64/local_log.log,8,3772,4,8,1,0,1060,1,1,44,18,7,7,7,0,0,1,0,8,36,2,6,1,86,4,0,0,4,2,0,0,0,16,6,0,196,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x8_1fsp_tdqsck_limited/Retrain_FT_UI_limit/run_64/local_log.log,8,1804,4,8,1,0,2216,1,1,24,18,3,3,3,1,1,1,0,12,32,2,6,1,199,4,4,2,4,2,0,0,0,16,0,0,949,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain_phy_drift/Retrain_FT_Stress/run_14/local_log.log,8,3164,4,16,1,0,1264,1,1,32,26,5,5,5,1,0,1,0,18,42,2,6,1,93,4,0,1,2,2,0,0,0,16,6,0,563,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
