Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ1_RxDq2/system/run_212/local_log.log,8,4040,4,16,0,0,1980,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,185,4,0,0,1,2,0,0,0,16,6,0,642,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ1_RxDq2/system/run_212/local_log.log,8,3610,4,16,0,0,2216,1,1,32,16,6,6,6,0,1,0,1,6,33,2,6,1,42,6,0,0,1,2,0,0,0,16,0,0,671,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_184/local_log.log,8,4264,4,8,1,0,938,1,1,44,34,7,7,7,1,1,1,1,24,52,2,6,1,181,4,0,0,1,2,0,0,0,16,6,0,620,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_184/local_log.log,8,4264,4,8,1,0,938,1,1,44,34,7,7,7,1,0,1,1,24,52,2,6,1,238,4,6,1,1,2,0,0,0,16,0,0,354,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxReadGateScheme/FreqRanges_SingleRank/run_182/local_log.log,8,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,0,0,0,8,36,2,6,1,141,4,4,2,1,2,0,0,0,16,6,0,187,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,3,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxReadGateScheme/FreqRanges_SingleRank/run_182/local_log.log,8,4264,4,8,1,0,938,1,1,44,34,7,7,7,1,0,1,0,24,52,2,6,1,213,6,6,1,1,2,0,0,0,16,0,0,221,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,3,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_Save_restore_enhanced_tests/system_retention/run_188/local_log.log,8,3240,4,8,1,0,1234,1,1,40,16,6,6,6,0,1,1,0,6,33,2,6,1,67,4,6,2,4,2,0,0,0,16,6,0,371,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,2,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_Save_restore_enhanced_tests/system_retention/run_188/local_log.log,8,3478,4,8,1,0,1150,1,1,40,16,6,6,6,0,0,1,1,6,33,2,6,1,173,4,4,1,4,2,0,0,0,16,0,0,961,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,2,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_SimMode_vArbitrerTest/FreqRanges_SingleRank/run_190/local_log.log,8,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,0,1,0,8,36,2,6,1,195,4,6,0,1,2,0,0,0,16,6,0,947,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_SimMode_vArbitrerTest/FreqRanges_SingleRank/run_190/local_log.log,8,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,1,0,1,8,36,2,6,1,24,6,0,0,1,2,0,0,0,16,0,0,248,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_16/local_log.log,8,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,246,6,0,1,1,2,0,0,0,16,6,0,114,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_16/local_log.log,8,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,43,6,6,1,1,2,0,0,0,16,0,0,514,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxReadGateScheme/FreqRanges_SingleRank/run_96/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,241,4,4,0,1,2,0,0,0,16,6,0,842,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,3,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxReadGateScheme/FreqRanges_SingleRank/run_96/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,17,6,0,1,1,2,0,0,0,16,0,0,893,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,3,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_101/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,0,0,1,24,52,2,6,1,48,6,0,0,1,2,0,0,0,16,6,0,188,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_101/local_log.log,8,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,217,6,0,1,1,2,0,0,0,16,0,0,758,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iTxDQVrefTrain_1/system/run_21/local_log.log,8,3702,4,16,1,0,1080,1,1,32,30,6,6,6,1,1,0,1,20,47,2,6,1,166,6,0,0,4,2,0,0,0,16,6,0,819,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,1,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_MinorMode_iTxDQVrefTrain_1/system/run_21/local_log.log,8,3154,4,16,1,0,1268,1,1,28,26,5,5,5,1,0,0,1,18,42,2,6,1,87,4,6,0,4,2,0,0,0,16,0,0,250,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,1,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_202/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,213,4,4,2,1,2,0,0,0,16,6,0,946,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,2,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_202/local_log.log,8,4264,4,16,0,0,1876,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,174,6,4,2,1,2,0,0,0,16,0,0,562,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,2,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_cross_CBT_TxDQ/system/run_150/local_log.log,8,4192,4,8,1,0,954,1,1,44,34,7,7,7,1,1,1,1,24,52,2,6,1,143,4,0,2,1,2,0,0,0,16,6,0,784,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,1
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_cross_CBT_TxDQ/system/run_150/local_log.log,8,4114,4,8,1,0,972,1,1,40,18,7,7,7,0,0,0,1,8,36,2,6,1,159,4,0,2,1,2,0,0,0,16,0,0,827,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,1
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_cross_stress_RxDq_TxDq/system/run_51/local_log.log,8,4106,4,16,1,0,974,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,225,6,6,0,2,2,0,0,0,16,6,0,865,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,2,2,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_cross_stress_RxDq_TxDq/system/run_51/local_log.log,8,2684,4,16,1,0,1490,1,1,32,14,5,5,5,0,0,1,0,6,30,2,6,1,117,6,6,2,2,2,0,0,0,16,0,0,441,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,2,2,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_Save_restore_enhanced_tests/system_retention/run_111/local_log.log,8,3514,4,16,1,0,1138,1,1,36,30,6,6,6,1,0,1,0,20,47,2,6,1,81,4,6,0,1,2,0,0,0,16,6,0,682,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_Save_restore_enhanced_tests/system_retention/run_111/local_log.log,8,2784,4,16,1,0,1436,1,1,28,14,5,5,5,0,0,0,0,6,30,2,6,1,147,4,0,0,1,2,0,0,0,16,0,0,269,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to2_Save_restore_enhanced_tests/system_retention/run_111/local_log.log,8,3514,4,16,1,0,1138,1,1,36,30,6,6,6,1,0,1,0,20,47,2,6,1,81,4,6,0,1,2,0,0,0,16,0,0,682,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,2,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_stress_CBT2_TxDQ1_RxDq2/system/run_165/local_log.log,8,2528,4,8,1,0,1582,1,1,30,22,4,4,4,1,1,1,0,14,37,2,6,1,43,6,4,1,2,2,0,0,0,16,6,0,727,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to2_stress_CBT2_TxDQ1_RxDq2/system/run_165/local_log.log,8,2746,4,8,1,0,1456,1,1,36,26,5,5,5,1,1,1,0,18,42,2,6,1,176,6,6,0,2,2,0,0,0,16,0,0,506,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,2,2
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_222/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,232,4,0,2,1,2,0,0,0,16,6,0,818,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_222/local_log.log,8,4264,4,16,0,0,1876,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,30,6,0,1,1,2,0,0,0,16,0,0,876,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_SimMode_vArbitrerTest/FreqRanges_SingleRank/run_234/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,0,0,1,24,52,2,6,1,92,6,4,0,1,2,0,0,0,16,6,0,277,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X16_1to4_SimMode_vArbitrerTest/FreqRanges_SingleRank/run_234/local_log.log,8,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,1,1,1,8,36,2,6,1,79,4,6,1,1,2,0,0,0,16,0,0,561,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/training_tests/ch1_X8_1to4_MinorMode_iTxDQVrefTrain_1/system/run_240/local_log.log,8,3738,4,8,0,0,2140,1,1,40,34,7,7,7,1,0,0,0,24,52,2,6,1,121,6,4,0,1,2,0,0,0,16,6,0,640,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,1,,
