Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,MinorMode_iCalibrationMode,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_csr_cdn_vip/run_110/local_log.log,8,6400,5,16,0,0,1250,4,1,18,16,11,11,11,1,1,1,0,,,,,,,4,4,1,4,2,0,0,0,16,6,0,445,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,8,0,0,74,5,0,4,1,11,6,13,118,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_csr_cdn_vip/run_110/local_log.log,8,6400,5,16,0,0,1250,4,1,17,9,11,11,11,0,0,0,1,,,,,,,4,6,2,4,2,0,0,0,16,0,0,394,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,7,0,0,244,5,0,4,1,4,6,12,93,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_cdn_vip/run_4/local_log.log,8,6400,5,16,0,0,1250,2,1,20,10,5,5,5,0,0,1,1,,,,,,,0,6,1,4,2,0,0,0,16,6,0,336,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,7,0,0,69,5,0,4,1,3,6,15,222,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_cdn_vip/run_4/local_log.log,8,6400,5,16,0,0,1250,4,1,17,16,11,11,11,1,1,0,1,,,,,,,0,0,2,4,2,0,0,0,16,0,0,698,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,7,0,0,54,5,0,4,1,11,6,12,199,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/pll_calib_tests/pll/cfg_ch_1_pll_calib_cdn_vip/run_10/local_log.log,8,1280,5,16,0,0,6212,4,1,5,3,2,2,2,0,0,0,1,,,,,,,0,0,2,2,2,0,99,1,16,6,0,410,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,1,1,2,0,0,0,2,0,1,0,0,25,5,0,1,1,1,6,4,5,4,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/pll_calib_tests/pll/cfg_ch_1_pll_calib_cdn_vip/run_10/local_log.log,8,5448,5,16,0,0,1468,4,1,16,14,9,9,9,1,0,1,1,,,,,,,6,4,1,2,2,0,99,1,16,0,0,951,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,7,0,0,172,5,0,4,1,9,6,11,1,6,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm1/run_13/local_log.log,8,6400,5,16,0,1,1250,2,1,18,10,5,5,5,0,0,0,0,,,,,,,0,0,0,1,2,0,0,0,16,6,0,770,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,125,5,0,4,1,3,6,13,167,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm1/run_13/local_log.log,8,6400,5,16,0,1,1250,2,1,18,10,5,5,5,0,0,0,0,,,,,,,4,6,0,1,2,0,0,0,16,0,0,316,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,224,5,0,4,1,3,6,13,231,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5X_DFI_DRIVER_rqm17/run_151/local_log.log,8,8504,5,16,0,1,940,4,1,23,12,13,13,13,0,0,0,1,,,,,,,4,4,2,1,2,0,0,0,16,6,0,536,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,3,1,2,0,0,0,0,1,8,0,0,113,5,0,6,1,5,6,15,98,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5X_DFI_DRIVER_rqm17/run_151/local_log.log,8,8504,5,16,0,1,940,4,1,23,12,13,13,13,0,0,0,1,,,,,,,4,4,2,1,2,0,0,0,16,0,0,207,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,3,1,2,0,0,0,0,1,8,0,0,78,5,0,6,1,5,6,15,158,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm2/run_116/local_log.log,8,6400,5,16,0,1,1250,4,1,17,9,11,11,11,0,0,0,1,,,,,,,6,4,2,4,2,0,0,0,16,6,0,832,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,7,0,0,151,5,0,4,1,4,6,12,63,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm2/run_116/local_log.log,8,6400,5,16,0,1,1250,2,1,18,10,5,5,5,0,0,0,1,,,,,,,0,6,2,4,2,0,0,0,16,0,0,278,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,1,5,0,4,1,3,6,13,96,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_3192Mbps/run_115/local_log.log,8,3200,5,16,0,0,2494,4,1,11,6,6,6,6,0,0,1,0,,,,,,,0,6,1,4,2,0,0,0,16,0,0,870,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,1,,2,0,0,0,0,1,4,0,0,69,5,0,3,1,2,6,8,252,5,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_3192Mbps/run_115/local_log.log,8,3200,5,16,0,0,2494,4,1,11,9,6,6,6,1,0,1,1,,,,,,,6,0,1,4,2,0,0,0,16,0,0,335,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,1,,2,0,0,0,0,1,4,0,0,162,5,0,3,1,5,6,8,37,5,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_12/local_log.log,8,3200,5,16,0,0,2494,4,1,11,6,6,6,6,0,0,1,0,,,,,,,0,6,1,4,2,0,0,0,16,0,0,870,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,1,,2,0,0,0,0,1,4,0,0,69,5,0,3,1,2,6,8,252,5,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_12/local_log.log,8,3200,5,16,0,0,2494,4,1,11,9,6,6,6,1,0,1,1,,,,,,,6,0,1,4,2,0,0,0,16,0,0,335,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,1,,2,0,0,0,0,1,4,0,0,162,5,0,3,1,5,6,8,37,5,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_1072Mbps/run_150/local_log.log,8,1048,5,16,0,0,7576,4,1,4,2,1,1,1,0,1,1,0,,,,,,,4,6,2,1,2,0,0,0,16,0,0,253,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,0,,2,0,0,0,2,0,0,0,0,167,5,0,1,1,0,6,4,125,4,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_lp5_1072Mbps/run_150/local_log.log,8,1048,5,16,0,0,7576,4,1,4,3,1,1,1,1,1,1,1,,,,,,,4,6,2,1,2,0,0,0,16,0,0,844,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,0,1,0,0,,2,0,0,0,2,0,0,0,0,7,5,0,1,1,1,6,4,54,4,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_56/local_log.log,8,6400,5,16,0,0,1250,2,1,18,16,5,5,5,1,0,0,1,,,,,,,6,6,2,2,2,0,0,0,16,6,0,861,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,252,5,0,4,1,9,6,13,127,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_56/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,1,0,0,,,,,,,0,6,0,2,2,0,0,0,16,0,0,478,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,1,1,4,0,0,1,2,0,1,0,0,152,5,0,2,1,3,6,8,117,8,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_start_sign/run_161/local_log.log,8,6400,5,16,0,0,1250,2,1,18,10,5,5,5,0,1,0,1,,,,,,,0,0,2,4,2,0,0,0,16,6,0,915,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,228,5,0,4,1,3,6,13,130,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_start_sign/run_161/local_log.log,8,6400,5,16,0,0,1250,2,1,18,10,5,5,5,0,1,0,1,,,,,,,6,0,1,4,2,0,0,0,16,0,0,665,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,2,1,4,0,0,1,2,0,5,0,0,151,5,0,4,1,3,6,13,130,10,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_36/local_log.log,8,2960,5,16,0,0,2696,2,1,10,8,2,2,2,1,1,0,1,,,,,,,0,6,1,1,2,0,0,0,16,6,0,857,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,1,1,4,0,0,1,2,0,1,0,0,104,5,0,2,1,3,6,8,96,8,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_36/local_log.log,8,4136,5,16,0,0,1932,2,1,12,10,3,3,3,1,0,0,1,,,,,,,4,4,2,1,2,0,0,0,16,0,0,693,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,1,1,4,0,0,1,2,0,2,0,0,93,5,0,3,1,4,6,9,88,8,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_RetrainMode/run_129/local_log.log,8,2824,5,16,0,0,2826,2,1,10,8,2,2,2,1,1,0,1,,,,,,,4,4,2,2,1,0,0,0,16,6,0,227,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,1,1,4,0,0,1,2,0,1,0,0,184,5,0,2,1,3,6,8,87,8,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_RetrainMode/run_129/local_log.log,8,4120,5,16,0,0,1938,2,1,14,10,3,3,3,1,1,1,1,,,,,,,4,0,1,2,1,0,0,0,16,0,0,302,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,,,,0,1,0,1,1,4,0,0,1,2,0,4,0,0,209,5,0,3,1,4,6,11,244,8,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_start_sign/run_163/local_log.log,8,6400,5,16,0,0,1250,4,1,17,16,11,11,11,1,0,0,0,,,,,,,6,0,0,2,2,0,0,0,16,6,0,725,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,7,0,0,107,5,0,4,1,11,6,12,148,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_start_sign/run_163/local_log.log,8,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,,,,,,,6,6,0,2,2,0,0,0,16,0,0,186,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,8,0,0,200,5,0,4,1,4,6,13,104,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_46/local_log.log,8,6176,5,16,0,0,1294,4,1,18,9,11,11,11,0,0,1,0,,,,,,,0,6,2,4,2,0,0,0,16,6,0,746,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,2,1,2,0,0,0,0,1,8,0,0,74,5,0,4,1,4,6,13,80,7,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_DRAM_counter/run_46/local_log.log,8,1360,5,16,0,0,5848,4,1,5,3,2,2,2,0,0,0,1,,,,,,,0,0,2,4,2,0,0,0,16,0,0,915,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,,,,0,1,0,1,1,2,0,0,0,2,0,1,0,0,83,5,0,1,1,1,6,4,66,4,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_015710__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_RetrainMode/run_131/local_log.log,8,4120,5,16,0,0,1938,4,1,13,6,7,7,7,0,0,1,0,,,,,,,4,0,0,1,1,0,0,0,16,6,0,397,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,,,,0,1,0,1,1,2,0,0,0,0,1,5,0,0,185,5,0,3,1,2,6,10,121,6,1,
