Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iSARLogicMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1670/local_log.log,8,3808,5,16,0,0,2098,4,1,12,11,7,7,7,1,0,0,0,0,7,4,1,3,2,6,9,5,0,0,1,1,1,0,1,0,0,0,0,92,113,0,0,0,2,2,0,0,0,16,6,0,371,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1670/local_log.log,8,3864,5,16,0,0,2068,4,1,13,11,7,7,7,1,1,1,0,0,7,5,1,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,244,96,6,4,0,2,2,0,0,0,16,0,0,734,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1525/local_log.log,8,4904,5,16,0,0,1630,4,1,15,8,9,9,9,0,1,0,1,0,3,6,2,4,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,122,90,4,6,0,4,2,0,0,0,16,6,0,229,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1525/local_log.log,8,5224,5,16,0,0,1530,4,1,15,8,9,9,9,0,0,0,1,0,3,6,2,4,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,112,238,0,0,1,4,2,0,0,0,16,0,0,408,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_2460/local_log.log,8,1064,5,16,0,0,7464,4,1,5,4,2,2,2,1,0,0,1,0,2,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,202,13,4,0,0,2,2,0,0,0,16,6,0,529,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_2460/local_log.log,8,1360,5,16,0,0,5848,4,1,5,3,2,2,2,0,0,0,1,0,1,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,187,211,4,6,2,2,2,0,0,0,16,0,0,263,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_578/local_log.log,8,4400,5,16,0,0,1816,4,1,13,7,8,8,8,0,1,0,0,0,3,5,2,3,2,6,9,5,0,0,1,1,1,0,1,0,0,0,0,251,187,0,6,1,2,2,0,0,0,16,6,0,661,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_578/local_log.log,8,4440,5,16,0,0,1800,4,1,14,12,8,8,8,1,1,1,0,0,8,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,242,66,6,6,1,2,2,0,0,0,16,0,0,503,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_999/local_log.log,8,1848,5,16,0,0,4312,4,1,6,4,3,3,3,0,1,0,0,0,1,1,1,2,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,113,208,4,6,1,2,2,0,0,0,16,6,0,702,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_999/local_log.log,8,1784,5,16,0,0,4466,4,1,6,5,3,3,3,1,0,0,1,0,2,1,1,2,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,92,49,0,4,2,2,2,0,0,0,16,0,0,994,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_1452/local_log.log,8,4264,5,16,0,0,1874,4,1,14,12,8,8,8,1,1,1,1,0,8,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,130,240,4,4,0,1,2,0,0,0,16,6,0,343,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_1452/local_log.log,8,3576,5,16,0,0,2234,4,1,11,9,6,6,6,1,0,1,0,0,5,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,85,46,6,4,2,1,2,0,0,0,16,0,0,818,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_2100/local_log.log,8,1928,5,16,0,0,4134,4,1,6,5,3,3,3,1,0,0,0,0,2,1,1,2,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,20,148,4,0,2,2,2,0,0,0,16,6,0,634,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_2100/local_log.log,8,4288,5,16,0,0,1864,4,1,13,7,8,8,8,0,1,0,0,0,3,5,2,3,2,6,9,5,0,0,1,1,1,0,1,0,0,0,0,146,233,6,0,2,2,2,0,0,0,16,0,0,568,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_2165/local_log.log,8,2632,5,16,0,0,3032,4,1,8,4,4,4,4,0,1,0,0,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,13,185,4,4,0,1,2,0,0,0,16,6,0,515,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_2165/local_log.log,8,6064,5,16,0,0,1318,4,1,17,9,11,11,11,0,1,0,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,175,13,6,4,1,1,2,0,0,0,16,0,0,273,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_151/local_log.log,8,1488,5,16,0,0,5348,4,1,5,4,2,2,2,1,0,0,0,0,2,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,183,46,6,0,2,4,2,0,0,0,16,6,0,637,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_151/local_log.log,8,1008,5,16,0,0,7876,4,1,4,3,1,1,1,1,1,1,0,0,1,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,208,181,6,0,1,4,2,0,0,0,16,0,0,753,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_313/local_log.log,8,544,5,16,0,0,14494,4,1,4,3,1,1,1,1,0,0,0,0,1,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,54,168,0,0,2,2,2,0,0,0,16,6,0,698,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_313/local_log.log,8,3664,5,16,0,0,2180,4,1,10,9,6,6,6,1,1,0,0,0,5,3,1,3,2,5,7,5,0,0,1,1,1,0,1,0,0,0,0,85,7,4,0,0,2,2,0,0,0,16,0,0,770,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_1356/local_log.log,8,5440,5,16,0,0,1470,4,1,16,14,9,9,9,1,0,1,1,0,9,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,174,139,4,0,2,4,2,0,0,0,16,6,0,990,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_1356/local_log.log,8,4888,5,16,0,0,1634,4,1,16,14,9,9,9,1,1,1,1,0,9,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,52,149,6,6,2,4,2,0,0,0,16,0,0,116,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_1286/local_log.log,8,6376,5,16,0,0,1254,4,1,17,9,11,11,11,0,0,0,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,173,124,6,4,1,1,2,0,0,0,16,6,0,895,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_1286/local_log.log,8,6008,5,16,0,0,1330,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,43,250,0,0,0,1,2,0,0,0,16,0,0,224,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_1710/local_log.log,8,3208,5,16,0,0,2488,4,1,10,6,6,6,6,0,1,0,0,0,2,3,1,3,2,5,7,5,0,0,1,1,1,0,1,0,0,0,0,162,157,0,4,2,1,2,0,0,0,16,6,0,408,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_1710/local_log.log,8,3704,5,16,0,0,2156,4,1,10,9,6,6,6,1,1,0,0,0,5,3,1,3,2,5,7,5,0,0,1,1,1,0,1,0,0,0,0,225,42,4,6,0,1,2,0,0,0,16,0,0,790,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_17/local_log.log,8,6128,5,16,0,0,1304,4,1,18,16,11,11,11,1,0,1,1,0,11,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,20,238,6,4,2,1,2,0,0,0,16,6,0,852,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_17/local_log.log,8,6312,5,16,0,0,1266,4,1,17,9,11,11,11,0,1,0,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,41,12,6,0,1,1,2,0,0,0,16,0,0,996,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_965/local_log.log,8,1800,5,16,0,0,4426,4,1,6,5,3,3,3,1,1,0,0,0,2,1,1,2,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,187,210,0,6,2,1,2,0,0,0,16,6,0,658,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_965/local_log.log,8,1616,5,16,0,0,4928,4,1,7,5,3,3,3,1,1,1,0,0,2,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,20,12,0,6,0,1,2,0,0,0,16,0,0,810,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_1771/local_log.log,8,3136,5,16,0,0,2546,4,1,10,5,5,5,5,0,0,1,1,0,2,4,1,2,2,5,8,5,0,2,1,1,1,0,0,0,0,0,0,35,172,6,0,1,1,2,0,0,0,16,6,0,367,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,2,
