,Path,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iSARLogicMode,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iClkGatingMode,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
6449,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_3752/local_log.log,2182,4,8,0,0,3664,1,1,26,22,4,4,4,1,1,0,0,14.0,37.0,2.0,6.0,1.0,191.0,4,4.0,2.0,4,1,0,0,0,16,0,0,261,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6450,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1298/local_log.log,2906,4,8,0,0,2752,1,1,36,14,5,5,5,0,1,1,0,6.0,30.0,2.0,6.0,1.0,132.0,6,6.0,1.0,2,1,0,0,0,16,0,0,303,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6451,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_1298/local_log.log,2720,4,8,0,0,2940,1,1,36,26,5,5,5,1,1,1,1,18.0,42.0,2.0,6.0,1.0,52.0,6,0.0,0.0,2,1,0,0,0,16,0,0,398,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6452,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_3012/local_log.log,1156,4,8,0,0,6912,1,1,18,8,2,2,2,0,1,1,1,0.0,21.0,2.0,6.0,1.0,175.0,0,0.0,0.0,2,1,0,0,0,16,0,0,365,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6453,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_3012/local_log.log,3520,4,8,0,0,2272,1,1,40,16,6,6,6,0,0,1,0,6.0,33.0,2.0,6.0,1.0,103.0,4,4.0,1.0,2,1,0,0,0,16,0,0,683,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6454,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_3233/local_log.log,3436,4,8,0,0,2328,1,1,40,16,6,6,6,0,1,1,0,6.0,33.0,2.0,6.0,1.0,176.0,4,4.0,0.0,1,1,0,0,0,16,0,0,718,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6455,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_3233/local_log.log,3496,4,8,0,0,2288,1,1,36,30,6,6,6,1,0,0,1,20.0,47.0,2.0,6.0,1.0,130.0,6,0.0,2.0,1,1,0,0,0,16,0,0,501,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6456,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_397/local_log.log,648,4,8,0,0,12308,1,1,10,8,1,1,1,1,1,0,0,0.0,20.0,2.0,6.0,1.0,252.0,0,6.0,0.0,4,1,0,0,0,16,0,0,584,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6457,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_397/local_log.log,3080,4,8,0,0,2596,1,1,36,14,5,5,5,0,1,1,1,6.0,30.0,2.0,6.0,1.0,249.0,4,6.0,1.0,4,1,0,0,0,16,0,0,400,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6458,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_4659/local_log.log,2244,4,8,0,0,3564,1,1,30,12,4,4,4,0,0,1,0,4.0,27.0,2.0,6.0,1.0,10.0,6,4.0,0.0,2,1,0,0,0,16,0,0,148,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6459,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_4659/local_log.log,3436,4,8,0,0,2328,1,1,36,16,6,6,6,0,1,0,1,6.0,33.0,2.0,6.0,1.0,200.0,4,4.0,0.0,2,1,0,0,0,16,0,0,109,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6460,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_761/local_log.log,4056,4,8,0,0,1972,1,1,40,34,7,7,7,1,1,0,1,24.0,52.0,2.0,6.0,1.0,125.0,4,6.0,1.0,1,1,0,0,0,16,0,0,538,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6461,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_761/local_log.log,2086,4,8,0,0,3832,1,1,24,10,3,3,3,0,0,1,0,4.0,24.0,2.0,6.0,1.0,73.0,6,6.0,2.0,1,1,0,0,0,16,0,0,281,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6462,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_4769/local_log.log,3066,4,8,0,0,2608,1,1,32,26,5,5,5,1,1,0,1,18.0,42.0,2.0,6.0,1.0,6.0,6,4.0,2.0,4,1,0,0,0,16,0,0,845,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6463,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/system/run_4769/local_log.log,4236,4,8,0,0,1888,1,1,40,18,7,7,7,0,0,0,0,8.0,36.0,2.0,6.0,1.0,20.0,6,6.0,2.0,4,1,0,0,0,16,0,0,164,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6464,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_347/local_log.log,3138,4,8,0,0,2548,1,1,32,14,5,5,5,0,0,0,1,6.0,30.0,2.0,6.0,1.0,108.0,4,6.0,2.0,1,1,0,0,0,16,0,0,352,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6465,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_347/local_log.log,2954,4,8,0,0,2708,1,1,32,14,5,5,5,0,0,0,1,6.0,30.0,2.0,6.0,1.0,156.0,4,4.0,2.0,1,1,0,0,0,16,0,0,225,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6466,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1896/local_log.log,3168,4,8,0,0,2524,1,1,36,26,5,5,5,1,0,1,0,18.0,42.0,2.0,6.0,1.0,191.0,6,6.0,2.0,1,1,0,0,0,16,0,0,128,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6467,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1896/local_log.log,2922,4,8,0,0,2736,1,1,36,14,5,5,5,0,0,1,0,6.0,30.0,2.0,6.0,1.0,223.0,4,0.0,1.0,1,1,0,0,0,16,0,0,817,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6468,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_2140/local_log.log,3058,4,8,0,0,2616,1,1,36,26,5,5,5,1,1,1,1,18.0,42.0,2.0,6.0,1.0,8.0,4,6.0,0.0,2,1,0,0,0,16,0,0,679,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6469,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_2140/local_log.log,3952,4,8,0,0,2024,1,1,44,34,7,7,7,1,1,1,1,24.0,52.0,2.0,6.0,1.0,71.0,4,4.0,1.0,2,1,0,0,0,16,0,0,223,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6470,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1625/local_log.log,1546,4,8,0,0,5168,1,1,18,8,2,2,2,0,0,1,1,0.0,21.0,2.0,6.0,1.0,95.0,0,4.0,2.0,1,1,0,0,0,16,0,0,196,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6471,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1625/local_log.log,4218,4,8,0,0,1896,1,1,44,18,7,7,7,0,0,1,1,8.0,36.0,2.0,6.0,1.0,6.0,4,0.0,0.0,1,1,0,0,0,16,0,0,284,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6472,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1061/local_log.log,3372,4,8,0,0,2372,1,1,36,16,6,6,6,0,1,0,1,6.0,33.0,2.0,6.0,1.0,81.0,4,6.0,2.0,1,1,0,0,0,16,0,0,804,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6473,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_1061/local_log.log,2360,4,8,0,0,3388,1,1,26,22,4,4,4,1,1,0,1,14.0,37.0,2.0,6.0,1.0,47.0,6,4.0,1.0,1,1,0,0,0,16,0,0,120,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6474,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/training_tests/ch1_X8_1to4_MinorMode_iCBTVrefTrain_2/DMI_DBI/run_2377/local_log.log,3230,4,8,0,0,2476,1,1,40,30,6,6,6,1,1,1,0,20.0,47.0,2.0,6.0,1.0,184.0,4,0.0,2.0,2,1,0,0,0,16,0,0,926,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
