Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iSARLogicMode,MinorMode_iClkGatingMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1275/local_log.log,3,5704,5,16,0,0,1402,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,159,89,0,6,2,1,1,0,0,0,16,0,0,136,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1275/local_log.log,3,5824,5,16,0,0,1372,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,24,17,0,6,0,1,1,0,0,0,16,0,0,377,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1568/local_log.log,3,3400,5,16,0,0,2348,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,176,22,6,6,1,1,1,0,0,0,16,0,0,229,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1568/local_log.log,3,3488,5,16,0,0,2290,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,82,67,0,0,2,1,1,0,0,0,16,0,0,193,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_465/local_log.log,3,4520,5,16,0,0,1768,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,32,252,6,4,0,1,1,0,0,0,16,0,0,238,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_465/local_log.log,3,4512,5,16,0,0,1770,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,203,70,0,0,0,1,1,0,0,0,16,0,0,560,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2398/local_log.log,3,1000,5,16,0,0,8000,4,1,4,2,1,1,1,0,1,1,1,0,0,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,47,61,0,0,1,1,1,0,0,0,16,0,0,413,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2398/local_log.log,3,640,5,16,0,0,12346,4,1,4,2,1,1,1,0,1,1,1,0,0,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,25,128,0,6,2,1,1,0,0,0,16,0,0,877,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1182/local_log.log,3,6288,5,16,0,0,1272,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,184,148,0,0,1,1,1,0,0,0,16,0,0,942,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1182/local_log.log,3,6352,5,16,0,0,1258,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,7,79,4,4,0,1,1,0,0,0,16,0,0,809,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_230/local_log.log,3,5512,5,16,0,0,1450,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,29,16,4,0,1,1,1,0,0,0,16,0,0,105,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_230/local_log.log,3,5624,5,16,0,0,1422,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,206,138,0,4,2,1,1,0,0,0,16,0,0,848,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1664/local_log.log,3,2280,5,16,0,0,3498,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,85,230,4,4,2,1,1,0,0,0,16,0,0,981,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1664/local_log.log,3,2608,5,16,0,0,3060,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,207,44,0,4,0,1,1,0,0,0,16,0,0,585,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2278/local_log.log,3,2832,5,16,0,0,2818,4,1,10,5,5,5,5,0,1,1,1,0,2,4,1,2,2,5,8,5,0,2,1,1,1,0,0,0,0,0,0,19,178,4,4,2,1,1,0,0,0,16,0,0,142,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2278/local_log.log,3,3040,5,16,0,0,2626,4,1,10,5,5,5,5,0,1,1,1,0,2,4,1,2,2,5,8,5,0,2,1,1,1,0,0,0,0,0,0,36,112,0,6,0,1,1,0,0,0,16,0,0,575,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2143/local_log.log,3,4608,5,16,0,0,1734,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,237,37,6,4,2,1,1,0,0,0,16,0,0,830,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2143/local_log.log,3,4272,5,16,0,0,1870,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,72,229,6,4,1,1,1,0,0,0,16,0,0,972,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_842/local_log.log,3,1688,5,16,0,0,4718,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,147,57,6,6,2,1,1,0,0,0,16,0,0,987,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_842/local_log.log,3,1632,5,16,0,0,4880,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,120,2,6,4,0,1,1,0,0,0,16,0,0,301,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2340/local_log.log,3,1728,5,16,0,0,4610,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,244,198,0,6,0,1,1,0,0,0,16,0,0,626,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2340/local_log.log,3,1784,5,16,0,0,4466,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,234,128,4,0,2,1,1,0,0,0,16,0,0,946,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1778/local_log.log,3,576,5,16,0,0,13700,4,1,4,2,1,1,1,0,1,1,1,0,0,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,0,133,6,0,0,1,1,0,0,0,16,0,0,586,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1778/local_log.log,3,544,5,16,0,0,14494,4,1,4,2,1,1,1,0,1,1,1,0,0,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,106,237,0,6,1,1,1,0,0,0,16,0,0,673,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2192/local_log.log,3,4104,5,16,0,0,1946,4,1,13,6,7,7,7,0,1,1,1,0,2,5,1,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,170,206,0,0,2,1,1,0,0,0,16,0,0,294,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2192/local_log.log,3,4152,5,16,0,0,1924,4,1,13,6,7,7,7,0,1,1,1,0,2,5,1,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,123,25,4,0,0,1,1,0,0,0,16,0,0,381,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2309/local_log.log,3,2464,5,16,0,0,3238,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,158,221,0,6,0,1,1,0,0,0,16,0,0,464,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2309/local_log.log,3,2440,5,16,0,0,3268,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,160,189,4,0,0,1,1,0,0,0,16,0,0,444,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2241/local_log.log,3,3352,5,16,0,0,2382,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,242,240,4,0,1,1,1,0,0,0,16,0,0,366,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_2241/local_log.log,3,3256,5,16,0,0,2452,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,248,180,0,6,2,1,1,0,0,0,16,0,0,192,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1436/local_log.log,3,4344,5,16,0,0,1840,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,113,195,4,4,2,1,1,0,0,0,16,0,0,354,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_1436/local_log.log,3,4776,5,16,0,0,1674,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,133,67,4,0,2,1,1,0,0,0,16,0,0,405,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,
