,Path,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,tWDQS_off,csr_BL,csr_RPST,csr_DQSIntervalTimerRunTime,tWDQS_on,csr_PDDS
10,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_2262/local_log.log,924,4,8,0,0,8640,1,1,12,6,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,0,0,0,16,6,0,165,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,18.0,2.0,1.0,142.0,0.0,6.0
11,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_2262/local_log.log,568,4,8,0,0,14036,1,1,10,6,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,6,1,2,2,0,0,0,16,0,0,625,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,18.0,2.0,1.0,178.0,0.0,6.0
12,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_2507/local_log.log,496,4,8,0,0,16068,1,1,6,4,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,2,0,0,0,16,6,0,808,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,15.0,2.0,1.0,218.0,0.0,6.0
13,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_2507/local_log.log,262,4,8,0,0,30304,1,1,6,4,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,0,0,0,16,0,0,436,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,15.0,2.0,1.0,169.0,0.0,6.0
14,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1166/local_log.log,3158,4,8,0,0,2532,1,1,32,14,5,5,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,4,6,0,4,2,0,0,0,16,6,0,844,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,163.0,6.0,6.0
15,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1166/local_log.log,3044,4,8,0,0,2628,1,1,36,14,5,5,5,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,2,0,0,0,16,0,0,141,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,216.0,6.0,6.0
16,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1752/local_log.log,1878,4,8,0,0,4256,1,1,22,18,3,3,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,6,6,2,4,2,0,0,0,16,6,0,516,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,32.0,2.0,1.0,88.0,12.0,6.0
17,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1752/local_log.log,1814,4,8,0,0,4408,1,1,24,18,3,3,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,4,6,2,4,2,0,0,0,16,0,0,369,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,32.0,2.0,1.0,185.0,12.0,6.0
18,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_814/local_log.log,3656,4,8,1,0,1094,1,1,36,30,6,6,6,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,6,0,2,1,2,0,0,0,16,6,0,256,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,47.0,2.0,1.0,189.0,20.0,6.0
19,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_814/local_log.log,3642,4,8,1,0,1098,1,1,36,16,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,6,0,1,2,0,0,0,16,0,0,899,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,33.0,2.0,1.0,69.0,6.0,6.0
20,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_814/local_log.log,3584,4,8,1,0,1116,1,1,40,30,6,6,6,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,4,6,0,1,2,0,0,0,16,0,0,751,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,47.0,2.0,1.0,75.0,20.0,6.0
21,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_814/local_log.log,3388,4,8,1,0,1180,1,1,36,30,6,6,6,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1,2,0,0,0,16,0,0,792,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,47.0,2.0,1.0,247.0,20.0,6.0
22,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_1137/local_log.log,2746,4,8,1,0,1456,1,1,32,26,5,5,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,0,0,0,16,6,0,599,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,42.0,2.0,1.0,78.0,18.0,6.0
23,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4X_ch2_X8_1to2/FreqRanges/run_1137/local_log.log,3030,4,8,1,0,1320,1,1,36,26,5,5,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,2,0,0,0,16,0,0,396,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,42.0,2.0,1.0,172.0,18.0,6.0
